#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-8621	Mitochondrial respiratory chain complex IV, testis-specific variant	-	7227	A0A0B4LF36(0)|CHEBI:23378(2)|CHEBI:30413(2)|P00399(0)|P00408(0)|P00417(0)|Q4QPY7(0)|Q8SYJ2(0)|Q8T4H8(0)|Q94514(0)|Q9VHR9(0)|Q9VMB8(0)|Q9VP19(0)|Q9VVG5(0)|Q9VVU8(0)|Q9VWD1(0)|X2JD93(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0045277(respiratory chain complex IV)|GO:0031966(mitochondrial membrane)|GO:0006123(mitochondrial electron transport, cytochrome c to oxygen)|GO:0004129(cytochrome-c oxidase activity)	qsproteome:QS194035(identity)|pubmed:35699132(see-also)|complex portal:CPX-8621(complex-primary)|flybase:FBgg0001840(identity)|rhea:RHEA:11436(identity)|intenz:7.1.1.9(identity)|pubmed:15693940(see-also)	Terminal oxidase of the electron transport chain in mitochondria. It accepts electrons from cytochrome c to reduce the oxygen to water and pumps two protons from the matrix side to the intermembrane space. Electrons originating from reduced cytochrome c in the intermembrane space are transferred via the dinuclear copper center of mt:CoII and heme A of mt:CoI to the active site in mt:CoI, a binuclear center formed by heme A3 and a second copper atom.. The binuclear center reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the intermembrane space and 4 protons from the mitochondrial matrix.	-	-	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	A0A0B4LF36(0)|P00399(0)|P00408(0)|P00417(0)|Q4QPY7(0)|Q8SYJ2(0)|Q8T4H8(0)|Q94514(0)|Q9VHR9(0)|Q9VMB8(0)|Q9VP19(0)|Q9VVG5(0)|Q9VVU8(0)|Q9VWD1(0)|X2JD93(0)
CPX-8622	Mitochondrial respiratory chain complex II	Respiratory chain complex II|Succinate dehydrogenase complex	7227	CHEBI:190135(0)|CHEBI:21137(0)|CHEBI:49883(0)|CHEBI:57692(0)|P21914(0)|Q94523(0)|Q9VCI5(0)|Q9VGS3(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0045273(respiratory chain complex II (succinate dehydrogenase))|GO:0005743(mitochondrial inner membrane)|GO:0006121(mitochondrial electron transport, succinate to ubiquinone)|GO:0008177(succinate dehydrogenase (ubiquinone) activity)	qsproteome:QS123959(identity)|complex portal:CPX-8622(complex-primary)|intenz:1.3.5.1(identity)|rhea:RHEA:40523(identity)|pubmed:37823874(see-also)	Key role in aerobic respiration, in which mitochondrial enzymes accept electrons from electron carriers reduced in glycolysis and the tricarboxylic acid cycle. Catalyzes the oxidation of succinate to fumarate as part of tricarboxylic acid cycle and and transfers the electrons to coenzyme Q of the respiratory chain to form ubiquinol. Under most conditions the electrons are used to reduce oxygen, allowing ATP synthesis. SDHA and SDHB form the catalytic dimer that is anchored to the matrix surface of the mitochondrial inner membrane by SDHC and SDHD, integral membrane proteins of the membrane dimer. Electrons flow from succinate to the FAD, and sequentially through the [2Fe:2S], the [4Fe:4S], and the [3Fe:4S] clusters. From there, electrons enter the membrane dimer which contains a b-type heme and the active site for ubiquinone reduction.	-	-	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	P21914(0)|Q94523(0)|Q9VCI5(0)|Q9VGS3(0)
CPX-8627	Mitochondrial respiratory chain complex II, testis-specific variant	Respiratory chain complex II|Succinate dehydrogenase complex	7227	CHEBI:190135(0)|CHEBI:21137(0)|CHEBI:49883(0)|CHEBI:57692(0)|Q8SX97(0)|Q9VCI5(0)|Q9VGT9(0)|Q9VWN3(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0045273(respiratory chain complex II (succinate dehydrogenase))|GO:0005743(mitochondrial inner membrane)|GO:0006121(mitochondrial electron transport, succinate to ubiquinone)|GO:0042776(proton motive force-driven mitochondrial ATP synthesis)|GO:0008177(succinate dehydrogenase (ubiquinone) activity)	qsproteome:QS195261(identity)|pubmed:30249207(see-also)|flybase:FBgg0001848(identity)|pubmed:37823874(see-also)|complex portal:CPX-8627(complex-primary)|intenz:1.3.5.1(identity)|rhea:RHEA:40523(identity)	Key role in aerobic respiration, in which mitochondrial enzymes accept electrons from electron carriers reduced in glycolysis and the tricarboxylic acid cycle. Catalyzes the oxidation of succinate to fumarate as part of tricarboxylic acid cycle and and transfers the electrons to coenzyme Q of the respiratory chain to form ubiquinol. Under most conditions the electrons are used to reduce oxygen, allowing ATP synthesis. SDHA and SDHB form the catalytic dimer that is anchored to the matrix surface of the mitochondrial inner membrane by SDHC and SDHD, integral membrane proteins of the membrane dimer. Electrons flow from succinate to the FAD, and sequentially through the [2Fe:2S], the [4Fe:4S], and the [3Fe:4S] clusters. From there, electrons enter the membrane dimer which contains a b-type heme and the active site for ubiquinone reduction.	-	-	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	Q8SX97(0)|Q9VCI5(0)|Q9VGT9(0)|Q9VWN3(0)
CPX-8628	Mitochondrial respiratory chain complex I	-	7227	A8DYC4(1)|CHEBI:190135(1)|CHEBI:49883(5)|CHEBI:58210(1)|O97418(1)|P03896(1)|P18929(1)|P18930(1)|P18931(1)|P18932(1)|P18933(1)|P18934(1)|P91929(1)|Q6IDF5(1)|Q7JYH3(1)|Q7JZK1(1)|Q7K1C0(1)|Q7PL91(1)|Q94511(1)|Q94519(1)|Q9V3L7(1)|Q9V3W2(1)|Q9V4E0(1)|Q9VF27(1)|Q9VJZ4(1)|Q9VMI3(1)|Q9VMU0(1)|Q9VPE2(1)|Q9VQD7(1)|Q9VQM2(1)|Q9VQR2(1)|Q9VR00(1)|Q9VTB4(1)|Q9VTU2(1)|Q9VWI0(1)|Q9VX36(1)|Q9VXK7(1)|Q9VXZ0(1)|Q9VZ01(1)|Q9VZU4(1)|Q9W125(1)|Q9W2E8(1)|Q9W380(1)|Q9W3N7(1)|Q9W3X7(1)|Q9W402(1)	ECO:0000353(physical interaction evidence used in manual assertion)	wwpdb:8ESW	GO:0045271(respiratory chain complex I)|GO:0008137(NADH dehydrogenase (ubiquinone) activity)|GO:0006120(mitochondrial electron transport, NADH to ubiquinone)	complex portal:CPX-8628(complex-primary)|flybase:FBgg0001836(identity)|emdb:EMD-28581(identity)|pubmed:36952377(see-also)|emdb:EMD-28582(identity)|wwpdb:8ESZ(identity)|intenz:7.1.1.2(identity)|rhea:RHEA:29091(identity)|wwpdb:8B9Z(identity)|emdb:EMD-15936(identity)|wwpdb:8BA0(identity)|emdb:EMD-15937(identity)|pubmed:31485716(see-also)	Catalyses the first step of electron transport by the oxidation of NADH, thus providing two electrons for the reduction of ubiquinone. Electron transfer is coupled with the translocation of protons across the membrane, generating a proton motive force.	-	Hetero-43mer	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	A8DYC4(1)|O97418(1)|P03896(1)|P18929(1)|P18930(1)|P18931(1)|P18932(1)|P18933(1)|P18934(1)|P91929(1)|Q6IDF5(1)|Q7JYH3(1)|Q7JZK1(1)|Q7K1C0(1)|Q7PL91(1)|Q94511(1)|Q94519(1)|Q9V3L7(1)|Q9V3W2(1)|Q9V4E0(1)|Q9VF27(1)|Q9VJZ4(1)|Q9VMI3(1)|Q9VMU0(1)|Q9VPE2(1)|Q9VQD7(1)|Q9VQM2(1)|Q9VQR2(1)|Q9VR00(1)|Q9VTB4(1)|Q9VTU2(1)|Q9VWI0(1)|Q9VX36(1)|Q9VXK7(1)|Q9VXZ0(1)|Q9VZ01(1)|Q9VZU4(1)|Q9W125(1)|Q9W2E8(1)|Q9W380(1)|Q9W3N7(1)|Q9W3X7(1)|Q9W402(1)
CPX-8638	Mitochondrial respiratory chain complex I, testis-specific variant	-	7227	A1Z9Z7(1)|A1ZAW7(1)|A8DYC4(1)|CHEBI:190135(1)|CHEBI:49883(5)|CHEBI:58210(1)|O97418(1)|P03896(1)|P18929(1)|P18930(1)|P18931(1)|P18932(1)|P18933(1)|P18934(1)|P91929(1)|Q6IDF5(1)|Q7JYH3(1)|Q7JZK1(1)|Q7K1C0(1)|Q7PL91(1)|Q94511(1)|Q94519(1)|Q9V3L7(1)|Q9V3W2(1)|Q9VBR4(1)|Q9VF27(1)|Q9VJZ4(1)|Q9VMU0(1)|Q9VPE2(1)|Q9VQD7(1)|Q9VQM2(1)|Q9VQR2(1)|Q9VR00(1)|Q9VTB4(1)|Q9VTU2(1)|Q9VWI0(1)|Q9VX36(1)|Q9VXK7(1)|Q9VXZ0(1)|Q9VZ01(1)|Q9VZU4(1)|Q9W125(1)|Q9W2E8(1)|Q9W3N7(1)|Q9W3X7(1)|Q9W402(1)	ECO:0000353(physical interaction evidence used in manual assertion)	-	GO:0045271(respiratory chain complex I)|GO:0008137(NADH dehydrogenase (ubiquinone) activity)|GO:0006120(mitochondrial electron transport, NADH to ubiquinone)	pubmed:36952377(see-also)|complex portal:CPX-8638(complex-primary)|rhea:RHEA:29091(identity)|intenz:7.1.1.2(identity)|pubmed:31485716(see-also)|flybase:FBgg0001837(identity)	Catalyses the first step of electron transport by the oxidation of NADH, thus providing two electrons for the reduction of ubiquinone. Electron transfer is coupled with the translocation of protons across the membrane, generating a proton motive force.	-	Hetero-43mer	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	A1Z9Z7(1)|A1ZAW7(1)|A8DYC4(1)|O97418(1)|P03896(1)|P18929(1)|P18930(1)|P18931(1)|P18932(1)|P18933(1)|P18934(1)|P91929(1)|Q6IDF5(1)|Q7JYH3(1)|Q7JZK1(1)|Q7K1C0(1)|Q7PL91(1)|Q94511(1)|Q94519(1)|Q9V3L7(1)|Q9V3W2(1)|Q9VBR4(1)|Q9VF27(1)|Q9VJZ4(1)|Q9VMU0(1)|Q9VPE2(1)|Q9VQD7(1)|Q9VQM2(1)|Q9VQR2(1)|Q9VR00(1)|Q9VTB4(1)|Q9VTU2(1)|Q9VWI0(1)|Q9VX36(1)|Q9VXK7(1)|Q9VXZ0(1)|Q9VZ01(1)|Q9VZU4(1)|Q9W125(1)|Q9W2E8(1)|Q9W3N7(1)|Q9W3X7(1)|Q9W402(1)
CPX-8730	Mitochondrial respiratory chain complex III	-	7227	A8Y535(0)|CHEBI:190135(0)|P18935(0)|Q500Y7(0)|Q9VFF0(0)|Q9VQ29(0)|Q9VRL0(0)|Q9VV75(0)|Q9VVH5(0)|Q9VXI6(0)|Q9XY35(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0045275(respiratory chain complex III)|GO:0006122(mitochondrial electron transport, ubiquinol to cytochrome c)|GO:0008121(ubiquinol-cytochrome-c reductase activity)	qsproteome:QS195249(identity)|flybase:FBgg0001850(identity)|pubmed:34551295(see-also)|pubmed:15693940(see-also)|complex portal:CPX-8730(complex-primary)|intenz:7.1.1.8(identity)|rhea:RHEA:11484(identity)	Key role in aerobic respiration, in which mitochondrial enzymes accept electrons from electron carriers reduced in glycolysis and the tricarboxylic acid cycle. Ubiquinol-cytochrome c reductase pumps protons into the intermembrane space, creating an electrochemical gradient. This is achieved by oxidizing ubiquinol (ubihydroquinone) which reacts from the membrane phase, reducing cytochrome c in the intermembrane space, and using the free energy change to transport H+ ions across the membrane from the matrix to the inter membrane space. Quinol oxidation occurs in a bifurcated reaction, in which one electron is transferred to a high potential chain and the other to a low potential chain. The high potential chain, consisting of the iron sulfur protein, cyt c1 and cyt c2, transfers the first electron from quinol to an acceptor (cytochrome oxidase). The low potential chain consists of two cyt b hemes, which serve as a pathway through which electrons are transferred across the coupling membrane.	-	-	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	A8Y535(0)|P18935(0)|Q500Y7(0)|Q9VFF0(0)|Q9VQ29(0)|Q9VRL0(0)|Q9VV75(0)|Q9VVH5(0)|Q9VXI6(0)|Q9XY35(0)
CPX-8737	Mitochondrial respiratory chain complex III, testis-specific variant	-	7227	CHEBI:190135(0)|M9NFG6(0)|P18935(0)|Q4QPY6(0)|Q9VAM8(0)|Q9VAW7(0)|Q9VFF0(0)|Q9VQ29(0)|Q9VV75(0)|Q9VVH5(0)|Q9XY35(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0045275(respiratory chain complex III)|GO:0006122(mitochondrial electron transport, ubiquinol to cytochrome c)|GO:0008121(ubiquinol-cytochrome-c reductase activity)	qsproteome:QS115281(identity)|pubmed:34551295(see-also)|pubmed:15693940(see-also)|complex portal:CPX-8737(complex-primary)|intenz:7.1.1.8(identity)|rhea:RHEA:11484(identity)|flybase:FBgg0001843(identity)	Key role in aerobic respiration, in which mitochondrial enzymes accept electrons from electron carriers reduced in glycolysis and the tricarboxylic acid cycle. Ubiquinol-cytochrome c reductase pumps protons into the intermembrane space, creating an electrochemical gradient. This is achieved by oxidizing ubiquinol (ubihydroquinone) which reacts from the membrane phase, reducing cytochrome c in the intermembrane space, and using the free energy change to transport H+ ions across the membrane from the matrix to the inter membrane space. Quinol oxidation occurs in a bifurcated reaction, in which one electron is transferred to a high potential chain and the other to a low potential chain. The high potential chain, consisting of the iron sulfur protein, cyt c1 and cyt c2, transfers the first electron from quinol to an acceptor (cytochrome oxidase). The low potential chain consists of two cyt b hemes, which serve as a pathway through which electrons are transferred across the coupling membrane.	-	-	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	M9NFG6(0)|P18935(0)|Q4QPY6(0)|Q9VAM8(0)|Q9VAW7(0)|Q9VFF0(0)|Q9VQ29(0)|Q9VV75(0)|Q9VVH5(0)|Q9XY35(0)
CPX-8761	Oligosaccharyltransferase A complex	-	7227	A1Z7U3(0)|Q24319(0)|Q76NQ0(0)|Q7K110(0)|Q8INQ7(0)|Q8SY53(0)|Q9VLM5(0)|Q9VQP9(0)|Q9VRE0(0)|Q9VVA8(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004576(oligosaccharyl transferase activity)|GO:0005789(endoplasmic reticulum membrane)|GO:0008250(oligosaccharyltransferase complex)	pubmed:25940448(see-also)|qsproteome:QS189357(identity)|complex portal:CPX-8761(complex-primary)|rhea:RHEA:22980(identity)|intenz:2.4.99.18(identity)	Transfers the dolicholphosphate-linked core oligosaccharide to selected Asn-X-Ser/Thr sequences of the nascent polypeptide chain, a key step in N-glycosylation of secretory and membrane-bound proteins in the lumen of the endoplasmic reticulum.	-	-	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	A1Z7U3(0)|Q24319(0)|Q76NQ0(0)|Q7K110(0)|Q8INQ7(0)|Q8SY53(0)|Q9VLM5(0)|Q9VQP9(0)|Q9VRE0(0)|Q9VVA8(0)
CPX-8803	Oligosaccharyltransferase B complex	-	7227	A1Z7U3(0)|Q24319(0)|Q76NQ0(0)|Q7K110(0)|Q8INQ7(0)|Q8SY53(0)|Q9VLM5(0)|Q9VQP9(0)|Q9VVA8(0)|Q9XZ53(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005789(endoplasmic reticulum membrane)|GO:0008250(oligosaccharyltransferase complex)|GO:0004576(oligosaccharyl transferase activity)	qsproteome:QS119369(identity)|pubmed:25940448(see-also)|intenz:2.4.99.18(identity)|rhea:RHEA:22980(identity)|complex portal:CPX-8803(complex-primary)	Transfers the dolicholphosphate-linked core oligosaccharide to selected Asn-X-Ser/Thr sequences of the nascent polypeptide chain, a key step in N-glycosylation of secretory and membrane-bound proteins in the lumen of the endoplasmic reticulum.	-	-	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	A1Z7U3(0)|Q24319(0)|Q76NQ0(0)|Q7K110(0)|Q8INQ7(0)|Q8SY53(0)|Q9VLM5(0)|Q9VQP9(0)|Q9VVA8(0)|Q9XZ53(0)
CPX-8877	CORVET tethering complex	miniCORVET complex|Class C core endosome vacuole tethering complex	7227	Q24314(0)|Q9VHG1(0)|Q9VRX2(0)|Q9Y1I2(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-50434097	GO:0033263(CORVET complex)|GO:0034058(endosomal vesicle fusion)|GO:0035542(regulation of SNARE complex assembly)	complex portal:CPX-8877(complex-primary)|qsproteome:QS119357(identity)|pubmed:27253064(see-also)	Multisubunit tethering complex involved in early endosomal fusions by cross-linking two membranes, and facilitating the formation of a SNARE complex during fusion. Interacts with Rab GTPase RAB5 (Q9V3I2).	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q24314(0)|Q9VHG1(0)|Q9VRX2(0)|Q9Y1I2(0)
CPX-8921	TOM40 mitochondrial outer membrane translocase complex	-	7227	Q6IGW6(0)|Q7K036(0)|Q8IRD0(0)|Q95RF6(0)|Q9U4L6(0)|Q9VKC8(0)|Q9VZL1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005741(mitochondrial outer membrane)|GO:0045040(protein insertion into mitochondrial outer membrane)|GO:0140596(TOM complex)	qsproteome:QS189359(identity)|complex portal:CPX-8921(complex-primary)|pubmed:36517509(see-also)|flybase:FBgg0001900(identity)	Translocase in the outer mitochondrial membrane that mediates the import of precursor protein and mediates inset of some resident outer membrane proteins. Most mitochondrial proteins are synthesised in the cytosol, imported into mitochondria, sorted to one of the four sub-mitochondrial compartments, where they function, and attain their functional native conformation, which is often facilitated by assembly into the membrane or a multi-protein complex. 	The TOMM40 complex contains two or three pores, each of which has a diameter of approximately 20A and with a highly negatively charged surface, consisting of 19 beta-strands arranged in a largely anti-parallel fashion. The negative charge of this channel may act to attract positively charged polypeptides, such as pre-sequences, to initiate translocation. 	-	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	Q6IGW6(0)|Q7K036(0)|Q8IRD0(0)|Q95RF6(0)|Q9U4L6(0)|Q9VKC8(0)|Q9VZL1(0)
CPX-8925	ERF1-ERF3 translation termination complex	-	7227	CHEBI:37565(1)|Q9VK85(1)|Q9VPH7(1)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0003747(translation release factor activity)|GO:0003924(GTPase activity)|GO:0005737(cytoplasm)|GO:0006415(translational termination)|GO:0018444(translation release factor complex)	intenz:3.6.5(identity)|qsproteome:QS189377(identity)|complex portal:CPX-8925(complex-primary)|pubmed:31410471(see-also)|rhea:RHEA:19669(identity)	Required for the termination of protein synthesis which occurs when one of three stop codons (UAA, UAG or UGA) enters the ribosomal A site. eRF1 stimulates GTP binding to eRF3, inducing the GTPase activity of eRF3 that couples codon recognition and peptidyl-tRNA hydrolysis mediated by eRF1 to ensure rapid and efficient peptide release on the ribosome.	eRF1 interacts with eRF3 exclusively via their C-terminal domains. The interaction of the middle domain (M) of eRF1 with the GTP-binding domain of eRF3 stabilizes the switch regions of eRF3, which are disordered in free eRF3 therefore enabling them to bind gamma-phosphate and Mg2+.	Homodimer	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	Q9VK85(1)|Q9VPH7(1)
CPX-8926	TOM40 mitochondrial outer membrane translocase complex, testis-specific variant	-	7227	A1Z6L1(0)|Q6IGW6(0)|Q7K036(0)|Q8IRD0(0)|Q9VGX9(0)|Q9VKC8(0)|Q9VZL1(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005741(mitochondrial outer membrane)|GO:0140596(TOM complex)|GO:0045040(protein insertion into mitochondrial outer membrane)	qsproteome:QS115261(identity)|pubmed:36517509(see-also)|complex portal:CPX-8926(complex-primary)|pubmed:15304338(see-also)|flybase:FBgg0001899(identity)	Translocase in the outer mitochondrial membrane that mediates the import of precursor protein and mediates inset of some resident outer membrane proteins. Most mitochondrial proteins are synthesised in the cytosol, imported into mitochondria, sorted to one of the four sub-mitochondrial compartments, where they function, and attain their functional native conformation, which is often facilitated by assembly into the membrane or a multi-protein complex. 	The TOMM40 complex contains two or three pores, each of which has a diameter of approximately 20A and with a highly negatively charged surface, consisting of 19 beta-strands arranged in a largely anti-parallel fashion. The negative charge of this channel may act to attract positively charged polypeptides, such as pre-sequences, to initiate translocation. 	-	-	-	-	-	-	psi-mi:"MI:0478"(FlyBase)	A1Z6L1(0)|Q6IGW6(0)|Q7K036(0)|Q8IRD0(0)|Q9VGX9(0)|Q9VKC8(0)|Q9VZL1(0)
