#Complex ac	Recommended name	Aliases for complex	Taxonomy identifier	Identifiers (and stoichiometry) of molecules in complex	Evidence Code	Experimental evidence	Go Annotations	Cross references	Description	Complex properties	Complex assembly	Ligand	Disease	Agonist	Antagonist	Comment	Source	Expanded participant list
CPX-966	PAF1 complex	Cdc73/Paf1 complex|PAF1C|RNA Polymerase associated factor 1 complex	6239	G5EBY0(0)|P90783(0)|Q03560(0)|Q17431(0)|Q9N5U5(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0000993(RNA polymerase II complex binding)|GO:0005634(nucleus)|GO:0016593(Cdc73/Paf1 complex)|GO:0006368(transcription elongation from RNA polymerase II promoter)	qsproteome:QS134045(identity)|pubmed:24721716(see-also)|complex portal:CPX-966(complex-primary)	A multifunctional complex involved in many aspects of RNA polymerase II (Pol II) transcriptional regulation, including transcriptional elongation, 3'-terminal end processing, and histone modification. Role in 3'-end formation of mRNAs, required for the recruitment of cleavage and polyadenylation factors to Pol II. Also involved in gene regulation of embryonic epidermal morphogenesis.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EBY0(0)|P90783(0)|Q03560(0)|Q17431(0)|Q9N5U5(0)
CPX-967	Nuclear mitotic cohesin complex	Cohesin complex	6239	B2FDA8(0)|O01789(0)|Q19325(0)|Q19555(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-336224	GO:0000444(MIS12/MIND type complex)|GO:0005634(nucleus)|GO:0003682(chromatin binding)|GO:0034087(establishment of mitotic sister chromatid cohesion)	qsproteome:QS121585(identity)|pubmed:12827206(see-also)|complex portal:CPX-967(complex-primary)	Required for sister chromatid cohesion during cell division, which enables cells to attach sister kinetochores to microtubules with opposing polarity (bi-orientation) and subsequently resists the tendency of these microtubules to pull chromatids toward opposite spindle poles. Before the commencement of replication, the cohesin complex is loaded onto DNA. The arms of the him-1 and smc-3 molecules embrace the DNA, thereby forming a ring. The head domains of him-1 and smc-3 are locked together by scc-1. Cohesion might be generated as the replication fork passes through the ring, entrapping both sister chromatids inside. At the metaphase to anaphase transition, scc-1 is cleaved by separase, thereby opening the lock of the him-1 and smc-3 head domains. The ring opens and sister chromatids can be pulled to opposite spindle poles.	Him-1 and smc-3 form a heterodimer with intramolecular coiled coils. Scc-1 bridges the head domains of him-1 and smc-3 and links them to scc-3.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	B2FDA8(0)|O01789(0)|Q19325(0)|Q19555(0)
CPX-968	Oligosaccharyltransferase complex	OST complex	6239	P34669(0)|P45971(0)|P46975(0)|P52872(0)|P91390(0)|Q9GZH4(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0004579(dolichyl-diphosphooligosaccharide-protein glycotransferase activity)|GO:0008250(oligosaccharyltransferase complex)|GO:0006487(protein N-linked glycosylation)	qsproteome:QS116431(identity)|intenz:2.4.99.18(identity)|pubmed:23691084(see-also)|complex portal:CPX-968(complex-primary)	Transfers the dolicholphosphate-linked core oligosaccharide to selected Asn-X-Ser/Thr sequences of the nascent polypeptide chain, a key step in N-glycosylation of secretory and membrane-bound proteins in the lumen of the endoplasmic reticulum. 	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	P34669(0)|P45971(0)|P46975(0)|P52872(0)|P91390(0)|Q9GZH4(0)
CPX-1000	Rde-10/Rde-11 complex	-	6239	Q6BET5(0)|Q9N3S2(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0003729(mRNA binding)|GO:0008270(zinc ion binding)|GO:0031332(RNAi effector complex)	qsproteome:QS116459(identity)|pubmed:22542102(see-also)|pubmed:22508728(see-also)|complex portal:CPX-1000(complex-primary)	The complex interacts with primary siRNA bound target mRNA and is required for the small interfering RNA (siRNA) amplification which triggers RNA interference (RNAi)-induced mRNA degradation. Required in the endogenous and exogenous siRNA pathways for the biogenesis and accumulation of secondary siRNA intermediates, such as 22G-siRNAs derived from ergo-1 targets. These potentiate the silencing effect of primary siRNAs at low dsRNA concentrations. The complex thus links the amplification of the RNAi response to the initial processing and utilization of the exogenous dsRNA trigger	Requires zinc to form a stable complex.	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q6BET5(0)|Q9N3S2(0)
CPX-1020	BLI-3/DOXA-1/TSP-15 dual oxidase complex	-	6239	O61213(0)|P34298(0)|Q9XVM9(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:1990204(oxidoreductase complex)|GO:0040002(collagen and cuticulin-based cuticle development)|GO:0005886(plasma membrane)|GO:0004601(peroxidase activity)	qsproteome:QS116417(identity)|pubmed:23028364(see-also)|intenz:1.6.3.1(identity)|pubmed:11514595(see-also)|complex portal:CPX-1020(complex-primary)	Required for the biogenesis of the reactive oxygen species H2O2. The complex plays a role in cuticle biogenesis and the production of ROS is probably used by the peroxidase mlt-7 for the formation of tyrosine cross-links in cuticle collagens and therefore the stabilisation of the cuticular extracellular matrix. 	Association of doxa-1 and bli-3 at the cell membrane is functionally inactive and recruitment of tsp-15 is required for formation and activation of the functional unit. 	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O61213(0)|P34298(0)|Q9XVM9(0)
CPX-1030	BAF chromatin remodeling complex	SWI/SNF Chromatin remodelling complex|BAF complex|BRG-1-associated factor complex|Brahma-associated factor complex|SWI/SNF ATP-dependent chromatin remodelling complex|BAF ATP-dependent chromatin remodelling complex|Brahma complex	6239	G5EF53(0)|H8ESF3(0)|J7SA49(0)|O02101(0)|Q09646(0)|Q17581(0)|Q21831(0)|Q2A950(0)|Q9BL39(0)|Q9N4N4(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0016514(SWI/SNF complex)|GO:0006338(chromatin remodeling)|GO:0030071(regulation of mitotic metaphase/anaphase transition)|GO:0003690(double-stranded DNA binding)|GO:0008301(DNA binding, bending)|GO:0005546(phosphatidylinositol-4,5-bisphosphate binding)|GO:2000781(positive regulation of double-strand break repair)|GO:2000819(regulation of nucleotide-excision repair)|GO:0016887(ATPase activity)|GO:0005524(ATP binding)|GO:2000045(regulation of G1/S transition of mitotic cell cycle)|GO:0140658(ATPase-dependent chromatin remodeler activity)	pubmed:15280233(see-also)|pubmed:23457234(see-also)|complex portal:CPX-1030(complex-primary)|pubmed:27207389(see-also)|pubmed:26739451(see-also)|pubmed:22119053(see-also)	An ATP-dependent chromatin remodeling complex that is part of the SWI/SNF chromatin remodeling complex superfamily and is involved in remodeling chromatin structure by destabilizing the histone-DNA interaction. The precise process is undefined but the complex appears to reduce the superhelicity of the promoter region DNA around nucleosomes and may produce short DNA loops that are detached from the the nucleosomes, enabling access to the promoter region for a range of transcription factors and the pre-initiation complex (PIC). The complex also plays a role in double-strand break and nucleotide excision repair mechanisms and in the decatenation of newly replicated sister chromatids, a requirement for proper chromosome segregation during mitosis. The complex is involved in a variety of developmental processes including embryonic cell divisions, larval asymmetric cell divisions, generation of neuroblasts and neurons, muscle differentiation, somatic gonadogenesis, vulval induction, and timing of larval development. Plays a role in the terminal differentiation of neurons. Specifically, the ham-3 subunit is involved in HSN motor neuron positioning, axon guidance and serotonin synthesis.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EF53(0)|H8ESF3(0)|J7SA49(0)|O02101(0)|Q09646(0)|Q17581(0)|Q21831(0)|Q2A950(0)|Q9BL39(0)|Q9N4N4(0)
CPX-1031	PBAF chromatin remodeling complex	Poly-bromo-associated factor complex|PBAF nucleosome-remodeling complex|Polybromo-associated SWI/SNF ATP-dependent chromatin remodelling complex|Polybromo-associated SWI/SNF complex|pBAF complex|Polybromo-associated BAF ATP-dependent chromatin remodeling complex	6239	G5EEY5(0)|G5EF53(0)|H8ESF3(0)|O02101(0)|Q09441(0)|Q09477(0)|Q09646(0)|Q17581(0)|Q21831(0)|Q2A950(0)|Q9BL39(0)|Q9N4N4(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0003690(double-stranded DNA binding)|GO:0006338(chromatin remodeling)|GO:2000819(regulation of nucleotide-excision repair)|GO:0030071(regulation of mitotic metaphase/anaphase transition)|GO:0005546(phosphatidylinositol-4,5-bisphosphate binding)|GO:2000781(positive regulation of double-strand break repair)|GO:0016887(ATPase activity)|GO:0005524(ATP binding)|GO:0008301(DNA binding, bending)|GO:2000045(regulation of G1/S transition of mitotic cell cycle)|GO:0140658(ATPase-dependent chromatin remodeler activity)	pubmed:15280233(see-also)|pubmed:23457234(see-also)|complex portal:CPX-1031(complex-primary)|pubmed:27207389(see-also)|pubmed:26739451(see-also)|pubmed:24421384(see-also)|pubmed:22119053(see-also)	An ATP-dependent chromatin remodeling complex that is part of the SWI/SNF chromatin remodeling complex superfamily and is involved in remodeling chromatin structure by destabilizing the histone-DNA interaction. The precise process is undefined but the complex appears to reduce the superhelicity of the promoter region DNA around nucleosomes and may produce short DNA loops that are detached from the the nucleosomes, enabling access to the promoter region for a range of transcription factors and the pre-initiation complex (PIC). The complex also plays a role in double-strand break and nucleotide excision repair mechanisms and in the decatenation of newly replicated sister chromatids, a requirement for proper chromosome segregation during mitosis. The complex is involved in a variety of developmental processes including embryonic cell divisions, larval asymmetric cell divisions, generation of neuroblasts and neurons, muscle differentiation, somatic gonadogenesis, vulval induction, and timing of larval development. The complex mediates the response to stress resistance. Subunits pbrm-1 and swsn-7 are recruited to ethanol and stress response elements (ESRE) within the promoters of stress-inducible genes to positively regulate the expression, in response to heat stress and hypoxia. Plays a role in the terminal differentiation of neurons. Specifically, the ham-3 subunit is involved in HSN motor neuron positioning, axon guidance and serotonin synthesis.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EEY5(0)|G5EF53(0)|H8ESF3(0)|O02101(0)|Q09441(0)|Q09477(0)|Q09646(0)|Q17581(0)|Q21831(0)|Q2A950(0)|Q9BL39(0)|Q9N4N4(0)
CPX-1059	Sorf-1-Sorf-2 complex	WDR-81-WDR-91 complex	6239	Q10122(0)|Q23533(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0031905(early endosome lumen)|GO:0031906(late endosome lumen)|GO:0016197(endosomal transport)	qsproteome:QS116435(identity)|complex portal:CPX-1059(complex-primary)	Endosomal trafficking complex. The complex acts in conjunction with rab switching proteins to negatively regulate the levels of phosphatidylinositol 3-phosphate (PtdIns3P) to allow for the conversion of early endosomes into late endosomes. In addition, the complex recruits bec-1 to suppress phosphatidylinositol 3-kinase (PI3K) activity in order to negatively regulate endosomal PtdIns3P.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q10122(0)|Q23533(0)
CPX-1100	DRM complex	DP, Rb and MuvB (DRM) complex|DREAM complex	6239	G5EDT1(0)|G5EF11(0)|P30630(0)|P90916(0)|Q10120(0)|Q22703(0)|Q23482(0)|Q95QD7(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0040027(negative regulation of vulval development)|GO:0070176(DRM complex)|GO:0006355(regulation of DNA-templated transcription)	qsproteome:QS116485(identity)|pubmed:9875852(see-also)|pubmed:17075059(see-also)|pubmed:11463372(see-also)|complex portal:CPX-1100(complex-primary)	Transcription factor complex with a role in in germline X-chromosome regulation. Appears to repress transcription of germline-expressed genes and promote expression of somatic and X-linked genes. The complex represses transcription in vulval precursor cells to negatively regulate vulval development. This is most probably via antagonism of the Ras-signalling pathway.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EDT1(0)|G5EF11(0)|P30630(0)|P90916(0)|Q10120(0)|Q22703(0)|Q23482(0)|Q95QD7(0)
CPX-1126	Cyclin cyd-1-cdk4 complex	-	6239	Q9U2M5(0)|Q9XTR1(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-14063644	GO:0000082(G1/S transition of mitotic cell cycle)|GO:0097128(cyclin D1-CDK4 complex)	qsproteome:QS117661(identity)|intenz:2.7.11.22(identity)|pubmed:10518501(see-also)|pubmed:25562820(see-also)|pubmed:16198291(see-also)|pubmed:22102824(see-also)|complex portal:CPX-1126(complex-primary)	Cyclin-dependent protein kinase activity. Required for G1 to S phase transition of the mitotic cell cycle. Cdk-4 phosphorylates the Rb protein lin-35 at Ser-714 and Thr-719 which inhibits the transcriptional repressor activity of lin-35 and allows for progression through the G1 phase of the cell cycle during postembryonic development. The complex also regulates the asymmetric division of the somatic gonadal precursor cell to determine sex during gonadogenesis and controls the expression of growth and metabolic genes in muscle cells, in addition to cell cycle genes.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	Q9U2M5(0)|Q9XTR1(0)
CPX-1127	Cyclin cye-1-cdk2 complex	-	6239	O01501(0)|O61847(0)	ECO:0000353(physical interaction evidence used in manual assertion)	intact:EBI-14063691	GO:0097134(cyclin E1-CDK2 complex)|GO:0000082(G1/S transition of mitotic cell cycle)	qsproteome:QS117659(identity)|intenz:2.7.11.22(identity)|pubmed:21455289(see-also)|pubmed:17476329(see-also)|pubmed:17115027(see-also)|pubmed:22102824(see-also)|complex portal:CPX-1127(complex-primary)	Cyclin-dependent protein kinase complex. Required for G1 to S phase transition of the mitotic cell cycle. Hyper-phosphorylation of Rb proteins by the complex leads to their inactivation which allows transcription of E2F-controlled genes. Regulates proliferation, quiescent state and cell fate during the development of several cell lineages. Phosphorylates and inhibits the translational repressor gld-1 and thus prevents entry into meiosis in order to regulate the pool of germline stem cells and the size of the mitotic zone in the gonads.	-	-	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	O01501(0)|O61847(0)
CPX-1128	Calcineurin-Calmodulin complex	PP2B complex|Calcineurin|Tax-6-Cnb-1 complex|Cna-1-Cnb-1 complex	6239	CHEBI:29034(0)|CHEBI:29105(0)|CHEBI:29108(0)|G5EDN6(0)|O16305(0)|Q0G819(0)	ECO:0005547(biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion)	-	GO:0005955(calcineurin complex)|GO:0004722(protein serine/threonine phosphatase activity)|GO:0005509(calcium ion binding)|GO:0004723(calcium-dependent protein serine/threonine phosphatase activity)	qsproteome:QS116487(identity)|pubmed:17854888(see-also)|intenz:3.1.3.16(identity)|complex portal:CPX-1128(complex-primary)|rhea:RHEA:20629(identity)	A calcium-dependent, calmodulin-stimulated serine/threonine protein phosphatase complex that is activated by elevated cytoplasmic calcium ion concentrations. Important for many cellular processes including development, egg-laying, fertility, cuticle formation, proliferation, thermotaxis, behaviour and lifespan.	Calcineurin substrates share a recognition sequence of the formula PxIxIT. At low calcium concentrations, the catalytic subunit tax-6 exists in an inactive state, where the autoinhibitory domain (AID) binds to the active-site cleft of the catalytic domain. Upon an increase in calcium concentration the regulatory subunits cnb-1 and Calmodulin (cmd-1) each bind four calcium ions causing a conformational change of the regulatory domain of tax-6 which leads to activation of the phosphatase. The regulatory subunit cnb-1 is tightly associated, myristoylated and binds Ca2+ via four Ca2+-binding EF-hand motifs. Phosphatase activity of tax-6 is inhibited by the immunosuppressant drug cyclophilin-CsA.	Heterotrimer.	-	-	-	-	-	psi-mi:"MI:0486"(UniProt)	G5EDN6(0)|O16305(0)|Q0G819(0)
